cluster_1	LOC_Os07g11050.1	AAA_25	1	1	20.80	26	0.04	0.80	0.0004997501	0.006996502	PRESENT
cluster_2	MIAA_ANAVT	M2	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	MIAA_NOSP7	M2	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	Ostta_31753	M7	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	LOC_Os01g73760.1	IPT	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	LOC_Os01g73760.1	M11	1	2	16.80	21	0.10	0.80	0.0009995002	0.009495252	PRESENT
cluster_2	Zeama_097258_P.01	IPT	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	Zeama_097258_P.01	M11	1	2	16.80	21	0.10	0.80	0.0009995002	0.009495252	PRESENT
cluster_2	MIAA_ECOLI	M4	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	MIAA_PROMA	M3	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	MIAA_SYNE7	M4	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	Ostlu_34266	M4	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	Ostlu_34266	zf-met	1	2	16.80	21	0.10	0.80	0.0014992504	0.009495252	PRESENT
cluster_2	B7FQX4_PHATC	M15	1	1	16.80	21	0.05	0.80	0.0014992504	0.009495252	PRESENT
cluster_2	B7FQX4_PHATC	M17	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	B7FQX4_PHATC	M2	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	Micp1_38216	IPT	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	Micp1_38216	M16	0	19	16.80	21	0.90	0.80	0.8165917041	1.000000000	ABSENT
cluster_2	Micp2_56420	M16	0	19	16.80	21	0.90	0.80	0.8165917041	1.000000000	ABSENT
cluster_2	Micp2_56420	zf-met	1	2	16.80	21	0.10	0.80	0.0014992504	0.009495252	PRESENT
cluster_2	IPTZ_AGRT5	IPPT	0	23	16.80	21	1.10	0.80	0.5162418791	0.980859570	ABSENT
cluster_2	IPTZ_AGRT5	M17	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	IPTZ_AGRT5	M2	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	IPTZ_AGRT5	M3	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	IPTZ_AGRT5	M4	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	IPTZ_AGRT5	M5	0	19	16.80	21	0.90	0.80	0.8175912044	1.000000000	ABSENT
cluster_2	IPTZ_AGRT5	M7	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	IPT_AGRT5	IPPT	0	23	16.80	21	1.10	0.80	0.5162418791	0.980859570	ABSENT
cluster_2	IPT_AGRT5	M17	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	IPT_AGRT5	M2	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	IPT_AGRT5	M3	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	IPT_AGRT5	M4	0	16	16.80	21	0.76	0.80	1.0000000000	1.000000000	ABSENT
cluster_2	IPT_AGRT5	M5	0	19	16.80	21	0.90	0.80	0.8175912044	1.000000000	ABSENT
cluster_2	IPT_AGRT5	M7	0	18	16.80	21	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_3	Micp1_3167	M19	0	16	17.60	22	0.73	0.80	0.8200899550	1.000000000	ABSENT
cluster_3	Micp2_68379	M19	0	16	17.60	22	0.73	0.80	0.8200899550	1.000000000	ABSENT
cluster_3	PpIPT4	M13	0	20	17.60	22	0.91	0.80	0.8215892054	1.000000000	ABSENT
cluster_3	PpIPT3	M4	0	14	17.60	22	0.64	0.80	0.6616691654	1.000000000	ABSENT
cluster_3	PpIPT5	M7	0	18	17.60	22	0.82	0.80	1.0000000000	1.000000000	ABSENT
cluster_3	Cyame_CMS475C	M19	0	16	17.60	22	0.73	0.80	0.8200899550	1.000000000	ABSENT
cluster_3	Chlre4_409217	IPT	0	18	17.60	22	0.82	0.80	1.0000000000	1.000000000	ABSENT
cluster_3	Chlre4_409217	M4	0	14	17.60	22	0.64	0.80	0.6616691654	1.000000000	ABSENT
cluster_3	Volca1_90025	IPT	0	18	17.60	22	0.82	0.80	1.0000000000	1.000000000	ABSENT
cluster_3	Volca1_90025	M4	0	14	17.60	22	0.64	0.80	0.6616691654	1.000000000	ABSENT
cluster_3	Ostlu_3723	M19	0	16	17.60	22	0.73	0.80	0.8200899550	1.000000000	ABSENT
cluster_3	Chlsp_55198	M4	0	14	17.60	22	0.64	0.80	0.6616691654	1.000000000	ABSENT
cluster_3	PpIPT2	M15	0	19	17.60	22	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_3	PpIPT2	M18	1	2	17.60	22	0.09	0.80	0.0034982509	0.016616692	PRESENT
cluster_3	PpIPT2	M4	0	14	17.60	22	0.64	0.80	0.6616691654	1.000000000	ABSENT
cluster_3	PpIPT2	M7	0	18	17.60	22	0.82	0.80	1.0000000000	1.000000000	ABSENT
cluster_3	PpIPT7	M15	0	19	17.60	22	0.86	0.80	1.0000000000	1.000000000	ABSENT
cluster_3	PpIPT7	M18	1	2	17.60	22	0.09	0.80	0.0034982509	0.016616692	PRESENT
cluster_3	PpIPT7	M4	0	14	17.60	22	0.64	0.80	0.6616691654	1.000000000	ABSENT
cluster_3	PpIPT7	M7	0	18	17.60	22	0.82	0.80	1.0000000000	1.000000000	ABSENT
cluster_3	LOC_Os07g09220.1	M11	1	1	17.60	22	0.05	0.80	0.0009995002	0.009495252	PRESENT
cluster_3	LOC_Os07g09220.1	M13	0	20	17.60	22	0.91	0.80	0.8215892054	1.000000000	ABSENT
cluster_3	LOC_Os07g09220.1	M14	1	2	17.60	22	0.09	0.80	0.0019990005	0.012660336	PRESENT
cluster_3	LOC_Os07g09220.1	M15	0	19	17.60	22	0.86	0.80	1.0000000000	1.000000000	ABSENT
